x, y
0.3510709665382119, 7.294261381178831
0.48807346749510594, 8.229394923715796
0.99327270490675, 13.46630257966136
1.4984705704276133, 16.271823070576197
2.0036693505423315, 19.825410441085943
2.491743275334364, 23.004984349015555
3.1810397377310653, 35.162099969125215
3.6776765474813677, 50.31172283422242
3.998775816126393, 58.167084318140766
4.345565111537006, 64.33912551662333
4.499693382410438, 64.52615222513072
4.996330649457668, 62.84289187134685
5.31314870427202, 57.04488411266178
5.492965172723336, 50.124656171280364
5.993882739007381, 30.48625246148449
6.503362732952769, 13.840395951110802
6.995716956981618, 0.3740334397974543
