x, y
4048.633872870944, 1.9230764315052402
4067.759555399478, 1.932692547991858
4084.6996290780257, 1.9278850032653967
4098.9070788411045, 1.9230764315052402
4104.918057664602, 1.8894225913863139
4110.382488358226, 1.8557687512673875
4116.939898577694, 1.8990387078729316
4122.404562739122, 2.120192441009182
4122.950994135094, 2.2884616416038113
4125.136602985081, 2.826923083506626
4127.868876698843, 2.427885060322824
4128.961739490787, 2.1057687797961018
4129.508170886759, 1.9278850032653967
4127.868876698843, 1.7019226983689901
4128.415308094815, 1.5096157741420537
4131.69401320455, 1.3990381372986578
4135.519149710257, 1.3653842971797314
4157.377222686456, 1.3557697212436564
4172.677768709283, 1.3557697212436564
